Latitude (decimal degrees):	42.218
Longitude (decimal degrees):	-8.762
Elevation (m):	55
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: 2 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230122:0710,0.0,0.0,0.0,4.47,3.45,0.0
20230122:0810,0.0,0.0,0.0,4.05,3.31,0.0
20230122:0910,281.05,332.06,10.57,4.53,2.97,0.0
20230122:1010,528.3,615.57,18.39,6.14,2.97,0.0
20230122:1110,663.83,788.71,24.25,7.86,2.9,0.0
20230122:1210,725.49,878.49,27.54,9.25,2.62,0.0
20230122:1310,730.41,891.37,27.85,10.19,2.48,0.0
20230122:1410,684.01,824.27,25.13,10.76,3.17,0.0
20230122:1510,541.73,642.27,19.74,10.92,3.66,0.0
20230122:1610,188.9,232.71,12.27,10.71,3.52,0.0
20230122:1710,6.72,18.68,3.28,10.19,3.45,0.0
20230122:1810,0.0,0.0,0.0,9.32,3.59,0.0
20230122:1910,0.0,0.0,0.0,8.42,4.0,0.0
20230122:2010,0.0,0.0,0.0,7.55,4.07,0.0
20230122:2110,0.0,0.0,0.0,6.79,3.93,0.0
20230122:2210,0.0,0.0,0.0,6.05,3.72,0.0
20230122:2310,0.0,0.0,0.0,5.41,3.59,0.0
20230123:0010,0.0,0.0,0.0,4.84,3.66,0.0
20230123:0110,0.0,0.0,0.0,4.34,3.72,0.0
20230123:0210,0.0,0.0,0.0,4.06,3.79,0.0
20230123:0310,0.0,0.0,0.0,3.85,3.79,0.0
20230123:0410,0.0,0.0,0.0,3.64,3.86,0.0
20230123:0510,0.0,0.0,0.0,3.33,3.79,0.0
20230123:0610,0.0,0.0,0.0,3.05,3.72,0.0
20230123:0710,0.0,0.0,0.0,2.96,3.86,0.0
20230123:0810,0.0,0.0,0.0,2.89,3.93,0.0
20230123:0910,326.03,380.48,10.72,3.69,3.93,0.0
20230123:1010,548.76,633.12,18.56,5.67,4.21,0.0
20230123:1110,676.65,790.12,24.44,7.4,4.69,0.0
20230123:1210,740.37,873.21,27.76,8.65,5.03,0.0
20230123:1310,778.5,925.29,28.08,9.55,5.1,0.0
20230123:1410,724.14,857.11,25.37,10.13,5.24,0.0
20230123:1510,579.58,678.67,19.98,10.28,5.45,0.0
20230123:1610,405.76,477.42,12.49,10.0,5.52,0.0
20230123:1710,18.47,35.94,3.5,9.12,5.66,0.0
20230123:1810,0.0,0.0,0.0,7.83,5.66,0.0
20230123:1910,0.0,0.0,0.0,6.98,6.07,0.0
20230123:2010,0.0,0.0,0.0,6.04,6.07,0.0
20230123:2110,0.0,0.0,0.0,5.36,5.93,0.0
20230123:2210,0.0,0.0,0.0,4.96,5.59,0.0
20230123:2310,0.0,0.0,0.0,4.67,5.38,0.0
20230124:0010,0.0,0.0,0.0,4.44,5.31,0.0
20230124:0110,0.0,0.0,0.0,4.23,5.17,0.0
20230124:0210,0.0,0.0,0.0,4.03,4.97,0.0
20230124:0310,0.0,0.0,0.0,3.81,4.69,0.0
20230124:0410,0.0,0.0,0.0,3.56,4.41,0.0
20230124:0510,0.0,0.0,0.0,3.28,4.28,0.0
20230124:0610,0.0,0.0,0.0,3.09,4.34,0.0
20230124:0710,0.0,0.0,0.0,3.23,4.62,0.0
20230124:0810,0.0,2.6,1.6,3.19,4.83,0.0
20230124:0910,327.99,381.84,10.87,3.88,4.83,0.0
20230124:1010,540.79,621.53,18.74,5.53,4.69,0.0
20230124:1110,682.1,795.63,24.65,7.18,4.76,0.0
20230124:1210,750.45,885.92,27.99,8.74,5.1,0.0
20230124:1310,790.34,937.16,28.33,9.83,5.72,0.0
20230124:1410,718.27,844.98,25.61,10.46,6.34,0.0
20230124:1510,596.32,695.59,20.22,10.4,6.48,0.0
20230124:1610,399.51,468.93,12.72,10.08,6.34,0.0
20230124:1710,93.87,131.01,3.71,9.49,6.07,0.0
20230124:1810,0.0,0.0,0.0,8.47,5.66,0.0
20230124:1910,0.0,0.0,0.0,7.39,5.59,0.0
20230124:2010,0.0,0.0,0.0,6.65,5.31,0.0
20230124:2110,0.0,0.0,0.0,6.03,5.17,0.0
20230124:2210,0.0,0.0,0.0,5.52,4.97,0.0
20230124:2310,0.0,0.0,0.0,5.03,4.69,0.0
20230125:0010,0.0,0.0,0.0,4.58,4.41,0.0
20230125:0110,0.0,0.0,0.0,4.12,4.07,0.0
20230125:0210,0.0,0.0,0.0,3.69,3.79,0.0
20230125:0310,0.0,0.0,0.0,3.32,3.72,0.0
20230125:0410,0.0,0.0,0.0,3.18,3.59,0.0
20230125:0510,0.0,0.0,0.0,2.83,3.38,0.0
20230125:0610,0.0,0.0,0.0,2.61,3.38,0.0
20230125:0710,0.0,0.0,0.0,2.91,3.72,0.0
20230125:0810,0.0,4.34,1.74,2.78,3.59,0.0
20230125:0910,324.68,379.63,11.03,3.57,3.31,0.0
20230125:1010,541.63,629.99,18.92,5.68,3.03,0.0
20230125:1110,667.44,794.12,24.86,7.53,2.69,0.0
20230125:1210,726.41,884.26,28.22,8.8,2.14,0.0
20230125:1310,742.4,916.98,28.57,9.69,1.72,0.0
20230125:1410,687.29,843.46,25.86,10.33,1.72,0.0
20230125:1510,564.47,678.64,20.46,10.7,2.21,0.0
20230125:1610,393.26,470.63,12.95,10.79,2.69,0.0
20230125:1710,108.65,149.63,3.93,10.35,2.83,0.0
20230125:1810,0.0,0.0,0.0,9.41,3.17,0.0
20230125:1910,0.0,0.0,0.0,8.44,4.28,0.0
20230125:2010,0.0,0.0,0.0,7.53,4.76,0.0
20230125:2110,0.0,0.0,0.0,6.85,4.62,0.0
20230125:2210,0.0,0.0,0.0,6.26,4.07,0.0
20230125:2310,0.0,0.0,0.0,5.64,4.0,0.0
20230126:0010,0.0,0.0,0.0,5.15,4.28,0.0
20230126:0110,0.0,0.0,0.0,4.89,4.14,0.0
20230126:0210,0.0,0.0,0.0,4.63,4.0,0.0
20230126:0310,0.0,0.0,0.0,4.47,4.21,0.0
20230126:0410,0.0,0.0,0.0,4.53,4.34,0.0
20230126:0510,0.0,0.0,0.0,4.78,4.34,0.0
20230126:0610,0.0,0.0,0.0,5.19,4.34,0.0
20230126:0710,0.0,0.0,0.0,6.36,4.62,0.0
20230126:0810,0.0,1.74,1.88,6.32,4.0,0.0
20230126:0910,146.47,182.92,11.19,6.78,3.38,0.0
20230126:1010,245.64,293.14,19.11,7.47,2.34,0.0
20230126:1110,49.88,73.84,25.07,8.46,2.28,0.0
20230126:1210,63.79,90.46,28.46,9.31,3.31,0.0
20230126:1310,252.62,302.95,28.83,10.15,5.31,0.0
20230126:1410,628.82,735.97,26.12,10.58,6.41,0.0
20230126:1510,450.96,525.75,20.71,10.62,6.41,0.0
20230126:1610,230.57,277.56,13.19,10.3,6.21,0.0
20230126:1710,55.93,84.2,4.15,9.67,6.07,0.0
20230126:1810,0.0,0.0,0.0,8.74,5.52,0.0
20230126:1910,0.0,0.0,0.0,8.25,5.86,0.0
20230126:2010,0.0,0.0,0.0,8.03,5.66,0.0
20230126:2110,0.0,0.0,0.0,7.88,5.66,0.0
20230126:2210,0.0,0.0,0.0,7.78,5.66,0.0
20230126:2310,0.0,0.0,0.0,7.65,5.31,0.0
20230127:0010,0.0,0.0,0.0,7.43,5.24,0.0
20230127:0110,0.0,0.0,0.0,7.21,5.24,0.0
20230127:0210,0.0,0.0,0.0,6.97,5.31,0.0
20230127:0310,0.0,0.0,0.0,6.81,5.45,0.0
20230127:0410,0.0,0.0,0.0,6.78,5.52,0.0
20230127:0510,0.0,0.0,0.0,6.75,5.59,0.0
20230127:0610,0.0,0.0,0.0,6.66,5.59,0.0
20230127:0710,0.0,0.0,0.0,6.54,5.66,0.0
20230127:0810,0.18,6.08,2.02,6.47,5.66,0.0
20230127:0910,325.12,382.36,11.36,6.87,6.0,0.0
20230127:1010,542.85,625.52,19.31,7.77,6.28,0.0
20230127:1110,679.64,789.28,25.3,8.98,6.83,0.0
20230127:1210,706.4,824.97,28.71,10.02,7.31,0.0
20230127:1310,260.16,311.01,29.09,10.61,6.9,0.0
20230127:1410,461.64,539.02,26.38,10.74,6.48,0.0
20230127:1510,534.05,622.92,20.96,10.8,6.48,0.0
20230127:1610,397.7,467.81,13.43,10.45,6.0,0.0
20230127:1710,123.93,166.49,4.38,9.73,5.59,0.0
20230127:1810,0.0,0.0,0.0,8.68,5.38,0.0
20230127:1910,0.0,0.0,0.0,7.68,5.72,0.0
20230127:2010,0.0,0.0,0.0,6.99,5.59,0.0
20230127:2110,0.0,0.0,0.0,6.43,5.31,0.0
20230127:2210,0.0,0.0,0.0,5.97,5.1,0.0
20230127:2310,0.0,0.0,0.0,5.72,4.97,0.0
20230128:0010,0.0,0.0,0.0,5.48,4.76,0.0
20230128:0110,0.0,0.0,0.0,5.26,4.62,0.0
20230128:0210,0.0,0.0,0.0,4.96,4.62,0.0
20230128:0310,0.0,0.0,0.0,4.73,4.69,0.0
20230128:0410,0.0,0.0,0.0,4.56,4.76,0.0
20230128:0510,0.0,0.0,0.0,4.39,4.62,0.0
20230128:0610,0.0,0.0,0.0,4.18,4.48,0.0
20230128:0710,0.0,0.0,0.0,4.64,4.83,0.0
20230128:0810,0.55,6.94,2.18,4.72,4.9,0.0
20230128:0910,337.67,395.08,11.53,5.38,5.03,0.0
20230128:1010,558.67,643.76,19.51,6.5,5.17,0.0
20230128:1110,685.97,797.31,25.52,7.73,5.72,0.0
20230128:1210,770.29,906.62,28.96,8.92,5.86,0.0
20230128:1310,784.05,927.94,29.35,9.83,5.93,0.0
20230128:1410,725.68,856.45,26.64,10.35,5.86,0.0
20230128:1510,592.58,693.17,21.21,10.38,5.86,0.0
20230128:1610,402.08,472.69,13.67,10.13,5.66,0.0
20230128:1710,128.47,171.48,4.6,9.57,5.79,0.0
20230128:1810,0.0,0.0,0.0,8.43,6.0,0.0
20230128:1910,0.0,0.0,0.0,7.09,6.41,0.0
20230128:2010,0.0,0.0,0.0,6.24,6.41,0.0
20230128:2110,0.0,0.0,0.0,5.6,6.28,0.0
20230128:2210,0.0,0.0,0.0,5.16,6.07,0.0
20230128:2310,0.0,0.0,0.0,4.7,5.79,0.0
20230129:0010,0.0,0.0,0.0,4.33,5.72,0.0
20230129:0110,0.0,0.0,0.0,3.92,5.38,0.0
20230129:0210,0.0,0.0,0.0,3.46,4.76,0.0
20230129:0310,0.0,0.0,0.0,3.0,4.41,0.0
20230129:0410,0.0,0.0,0.0,2.64,4.28,0.0
20230129:0510,0.0,0.0,0.0,2.3,4.28,0.0
20230129:0610,0.0,0.0,0.0,2.07,4.21,0.0
20230129:0710,0.0,0.0,0.0,2.25,4.21,0.0
20230129:0810,0.95,7.81,2.33,2.16,4.21,0.0
20230129:0910,341.47,396.66,11.71,3.08,4.0,0.0
20230129:1010,546.55,629.29,19.71,4.88,3.93,0.0
20230129:1110,685.54,803.59,25.76,6.57,3.86,0.0
20230129:1210,770.27,919.87,29.22,8.0,3.72,0.0
20230129:1310,768.85,928.79,29.62,9.09,3.24,0.0
20230129:1410,711.32,864.71,26.91,9.82,2.41,0.0
20230129:1510,585.81,706.0,21.47,10.22,2.0,0.0
20230129:1610,411.64,493.06,13.91,10.36,2.21,0.0
20230129:1710,134.24,179.48,4.83,10.01,2.34,0.0
20230129:1810,0.0,0.0,0.0,9.08,2.41,0.0
20230129:1910,0.0,0.0,0.0,8.03,3.17,0.0
20230129:2010,0.0,0.0,0.0,7.08,3.45,0.0
20230129:2110,0.0,0.0,0.0,6.24,3.45,0.0
20230129:2210,0.0,0.0,0.0,5.42,3.17,0.0
20230129:2310,0.0,0.0,0.0,4.62,2.76,0.0
20230130:0010,0.0,0.0,0.0,3.84,2.62,0.0
20230130:0110,0.0,0.0,0.0,3.19,2.62,0.0
20230130:0210,0.0,0.0,0.0,2.81,2.69,0.0
20230130:0310,0.0,0.0,0.0,2.54,2.62,0.0
20230130:0410,0.0,0.0,0.0,2.26,2.55,0.0
20230130:0510,0.0,0.0,0.0,2.02,2.48,0.0
20230130:0610,0.0,0.0,0.0,1.86,2.55,0.0
20230130:0710,0.0,0.0,0.0,1.77,2.48,0.0
20230130:0810,1.37,8.68,2.5,1.64,2.48,0.0
20230130:0910,334.39,391.51,11.9,2.82,2.14,0.0
20230130:1010,534.85,630.36,19.93,6.35,1.93,0.0
20230130:1110,659.53,798.01,26.0,8.43,1.72,0.0
20230130:1210,724.54,903.03,29.48,9.63,1.1,0.0
20230130:1310,722.22,917.38,29.9,10.35,0.48,0.0
20230130:1410,684.23,860.23,27.18,10.75,0.62,0.0
20230130:1510,575.12,701.92,21.73,10.94,1.24,0.0
20230130:1610,394.0,475.02,14.16,10.81,1.59,0.0
20230130:1710,132.39,177.46,5.06,10.32,1.59,0.0
20230130:1810,0.0,0.0,0.0,9.12,1.52,0.0
20230130:1910,0.0,0.0,0.0,7.36,1.31,0.0
20230130:2010,0.0,0.0,0.0,6.96,1.31,0.0
20230130:2110,0.0,0.0,0.0,5.79,1.45,0.0
20230130:2210,0.0,0.0,0.0,4.81,1.59,0.0
20230130:2310,0.0,0.0,0.0,3.77,1.72,0.0
20230131:0010,0.0,0.0,0.0,2.81,1.86,0.0
20230131:0110,0.0,0.0,0.0,1.93,2.0,0.0
20230131:0210,0.0,0.0,0.0,1.25,2.14,0.0
20230131:0310,0.0,0.0,0.0,0.8,2.21,0.0
20230131:0410,0.0,0.0,0.0,0.58,2.28,0.0
20230131:0510,0.0,0.0,0.0,0.47,2.21,0.0
20230131:0610,0.0,0.0,0.0,0.62,2.21,0.0
20230131:0710,0.0,0.0,0.0,0.9,2.21,0.0
20230131:0810,5.46,16.56,2.67,1.21,2.28,0.0
20230131:0910,333.08,390.18,12.09,2.77,2.0,0.0
20230131:1010,552.57,653.45,20.15,6.07,1.66,0.0
20230131:1110,659.1,807.43,26.24,8.77,1.1,0.0
20230131:1210,719.11,907.04,29.75,10.21,0.69,0.0
20230131:1310,734.91,928.35,30.17,11.07,0.97,0.0
20230131:1410,689.51,858.86,27.46,11.58,1.31,0.0
20230131:1510,576.8,702.61,22.0,11.84,1.72,0.0
20230131:1610,396.66,478.87,14.4,11.83,2.0,0.0
20230131:1710,135.68,181.82,5.3,11.38,2.0,0.0
20230131:1810,0.0,0.0,0.0,10.23,2.0,0.0
20230131:1910,0.0,0.0,0.0,8.41,2.28,0.0
20230131:2010,0.0,0.0,0.0,6.96,2.55,0.0
20230131:2110,0.0,0.0,0.0,6.01,2.83,0.0
20230131:2210,0.0,0.0,0.0,5.38,2.83,0.0
20230131:2310,0.0,0.0,0.0,4.82,2.9,0.0
20230201:0010,0.0,0.0,0.0,4.34,2.97,0.0
20230201:0110,0.0,0.0,0.0,3.88,3.1,0.0
20230201:0210,0.0,0.0,0.0,3.5,3.17,0.0
20230201:0310,0.0,0.0,0.0,3.18,3.17,0.0
20230201:0410,0.0,0.0,0.0,2.87,3.03,0.0
20230201:0510,0.0,0.0,0.0,2.43,3.03,0.0
20230201:0610,0.0,0.0,0.0,2.04,2.97,0.0
20230201:0710,0.0,0.0,0.0,2.58,3.03,0.0
20230201:0810,5.8,17.12,2.84,2.59,3.03,0.0
20230201:0910,335.76,393.05,12.29,3.74,2.9,0.0
20230201:1010,543.76,636.8,20.37,6.28,2.62,0.0
20230201:1110,670.21,807.36,26.5,8.96,2.34,0.0
20230201:1210,739.98,919.03,30.02,10.95,1.79,0.0
20230201:1310,734.08,934.76,30.46,12.17,0.9,0.0
20230201:1410,662.47,851.14,27.74,12.78,0.07,0.0
20230201:1510,570.95,711.46,22.27,12.96,0.62,0.0
20230201:1610,391.54,479.71,14.66,12.84,0.9,0.0
20230201:1710,138.26,185.96,5.53,12.33,1.1,0.0
20230201:1810,0.0,0.0,0.0,10.7,1.1,0.0
20230201:1910,0.0,0.0,0.0,9.55,1.1,0.0
20230201:2010,0.0,0.0,0.0,7.7,1.52,0.0
20230201:2110,0.0,0.0,0.0,5.8,1.93,0.0
20230201:2210,0.0,0.0,0.0,4.36,2.28,0.0
20230201:2310,0.0,0.0,0.0,3.74,2.48,0.0
20230202:0010,0.0,0.0,0.0,3.42,2.62,0.0
20230202:0110,0.0,0.0,0.0,3.34,2.62,0.0
20230202:0210,0.0,0.0,0.0,3.27,2.69,0.0
20230202:0310,0.0,0.0,0.0,3.21,2.69,0.0
20230202:0410,0.0,0.0,0.0,2.95,2.69,0.0
20230202:0510,0.0,0.0,0.0,2.56,2.69,0.0
20230202:0610,0.0,0.0,0.0,2.24,2.69,0.0
20230202:0710,0.0,0.0,0.0,2.8,2.76,0.0
20230202:0810,10.28,24.38,3.03,2.61,2.76,0.0
20230202:0910,340.79,400.46,12.49,4.02,2.34,0.0
20230202:1010,536.18,635.65,20.6,7.62,2.0,0.0
20230202:1110,659.72,810.6,26.75,10.4,1.45,0.0
20230202:1210,720.47,916.5,30.3,11.89,0.76,0.0
20230202:1310,728.11,939.11,30.75,12.67,0.48,0.0
20230202:1410,701.98,887.49,28.03,13.02,1.1,0.0
20230202:1510,582.61,716.83,22.54,13.03,1.52,0.0
20230202:1610,402.69,490.06,14.91,12.76,1.59,0.0
20230202:1710,157.69,208.63,5.77,12.12,1.52,0.0
20230202:1810,0.0,0.0,0.0,10.71,1.17,0.0
20230202:1910,0.0,0.0,0.0,9.35,1.24,0.0
20230202:2010,0.0,0.0,0.0,9.16,1.17,0.0
20230202:2110,0.0,0.0,0.0,7.2,1.45,0.0
20230202:2210,0.0,0.0,0.0,5.29,1.72,0.0
20230202:2310,0.0,0.0,0.0,3.7,2.07,0.0
20230203:0010,0.0,0.0,0.0,2.69,2.34,0.0
20230203:0110,0.0,0.0,0.0,2.31,2.48,0.0
20230203:0210,0.0,0.0,0.0,2.11,2.48,0.0
20230203:0310,0.0,0.0,0.0,2.09,2.41,0.0
20230203:0410,0.0,0.0,0.0,2.09,2.48,0.0
20230203:0510,0.0,0.0,0.0,2.02,2.55,0.0
20230203:0610,0.0,0.0,0.0,1.88,2.55,0.0
20230203:0710,0.0,0.0,0.0,2.44,2.62,0.0
20230203:0810,10.56,24.69,3.21,2.52,2.69,0.0
20230203:0910,345.26,405.54,12.7,3.99,2.34,0.0
20230203:1010,539.15,640.53,20.84,7.84,1.93,0.0
20230203:1110,655.82,808.83,27.02,11.41,1.52,0.0
20230203:1210,717.95,916.6,30.58,13.19,0.9,0.0
20230203:1310,715.54,938.0,31.04,14.16,0.14,0.0
20230203:1410,681.4,875.48,28.32,14.6,0.62,0.0
20230203:1510,576.54,717.27,22.81,14.69,1.31,0.0
20230203:1610,404.9,495.96,15.16,14.36,1.72,0.0
20230203:1710,167.88,222.02,6.01,13.53,1.79,0.0
20230203:1810,0.0,0.0,0.0,11.99,1.86,0.0
20230203:1910,0.0,0.0,0.0,9.65,2.07,0.0
20230203:2010,0.0,0.0,0.0,7.75,2.21,0.0
20230203:2110,0.0,0.0,0.0,6.62,2.28,0.0
20230203:2210,0.0,0.0,0.0,5.6,2.28,0.0
20230203:2310,0.0,0.0,0.0,4.46,2.34,0.0
20230204:0010,0.0,0.0,0.0,3.49,2.34,0.0
20230204:0110,0.0,0.0,0.0,2.82,2.34,0.0
20230204:0210,0.0,0.0,0.0,2.4,2.41,0.0
20230204:0310,0.0,0.0,0.0,2.18,2.48,0.0
20230204:0410,0.0,0.0,0.0,2.07,2.48,0.0
20230204:0510,0.0,0.0,0.0,2.02,2.48,0.0
20230204:0610,0.0,0.0,0.0,2.05,2.55,0.0
20230204:0710,0.0,0.0,0.0,1.82,2.48,0.0
20230204:0810,12.3,26.98,3.4,1.85,2.48,0.0
20230204:0910,344.71,404.68,12.92,3.74,2.21,0.0
20230204:1010,537.57,639.23,21.08,7.88,1.86,0.0
20230204:1110,660.14,812.8,27.28,11.18,1.59,0.0
20230204:1210,712.18,897.06,30.87,13.33,1.52,0.0
20230204:1310,737.09,936.06,31.34,14.73,1.72,0.0
20230204:1410,699.31,879.01,28.61,15.51,2.14,0.0
20230204:1510,585.5,721.43,23.09,15.77,2.55,0.0
20230204:1610,419.61,513.19,15.42,15.64,2.76,0.0
20230204:1710,170.94,225.89,6.24,14.8,3.1,0.0
20230204:1810,0.0,0.0,0.0,13.38,3.38,0.0
20230204:1910,0.0,0.0,0.0,12.02,3.45,0.0
20230204:2010,0.0,0.0,0.0,10.75,3.38,0.0
20230204:2110,0.0,0.0,0.0,9.5,3.38,0.0
20230204:2210,0.0,0.0,0.0,8.28,3.38,0.0
20230204:2310,0.0,0.0,0.0,7.2,3.45,0.0
20230205:0010,0.0,0.0,0.0,6.29,3.52,0.0
20230205:0110,0.0,0.0,0.0,5.68,3.66,0.0
20230205:0210,0.0,0.0,0.0,5.27,3.72,0.0
20230205:0310,0.0,0.0,0.0,4.93,3.72,0.0
20230205:0410,0.0,0.0,0.0,4.53,3.59,0.0
20230205:0510,0.0,0.0,0.0,4.19,3.45,0.0
20230205:0610,0.0,0.0,0.0,3.95,3.38,0.0
20230205:0710,0.0,0.0,0.0,3.96,3.66,0.0
20230205:0810,15.74,32.31,3.6,3.75,3.66,0.0
20230205:0910,364.85,428.07,13.13,5.13,3.38,0.0
20230205:1010,562.72,663.88,21.32,7.95,2.9,0.0
20230205:1110,681.9,831.54,27.56,10.9,2.34,0.0
20230205:1210,750.95,945.03,31.17,12.88,1.79,0.0
20230205:1310,746.96,955.65,31.64,14.13,1.31,0.0
20230205:1410,694.53,890.58,28.91,14.91,0.9,0.0
20230205:1510,581.9,733.78,23.37,15.26,0.76,0.0
20230205:1610,410.7,511.16,15.68,15.2,0.62,0.0
20230205:1710,182.41,241.66,6.48,14.62,0.69,0.0
20230205:1810,0.0,0.0,0.0,12.92,0.9,0.0
20230205:1910,0.0,0.0,0.0,9.85,2.07,0.0
20230205:2010,0.0,0.0,0.0,8.31,2.0,0.0
20230205:2110,0.0,0.0,0.0,6.79,2.07,0.0
20230205:2210,0.0,0.0,0.0,5.51,2.21,0.0
20230205:2310,0.0,0.0,0.0,4.61,2.55,0.0
20230206:0010,0.0,0.0,0.0,4.28,2.76,0.0
20230206:0110,0.0,0.0,0.0,4.18,2.76,0.0
20230206:0210,0.0,0.0,0.0,4.04,2.76,0.0
20230206:0310,0.0,0.0,0.0,3.77,2.97,0.0
20230206:0410,0.0,0.0,0.0,3.45,3.17,0.0
20230206:0510,0.0,0.0,0.0,3.15,3.24,0.0
20230206:0610,0.0,0.0,0.0,3.05,3.24,0.0
20230206:0710,0.0,0.0,0.0,3.41,3.03,0.0
20230206:0810,79.57,117.6,3.8,3.16,2.9,0.0
20230206:0910,352.13,414.18,13.36,4.71,2.55,0.0
20230206:1010,546.55,649.37,21.57,8.18,2.14,0.0
20230206:1110,670.57,826.97,27.84,10.94,1.52,0.0
20230206:1210,740.65,940.33,31.47,12.51,1.17,0.0
20230206:1310,737.05,949.42,31.95,13.37,0.76,0.0
20230206:1410,693.32,892.67,29.21,13.87,0.48,0.0
20230206:1510,590.1,741.18,23.65,14.04,0.69,0.0
20230206:1610,413.41,508.39,15.94,13.93,1.1,0.0
20230206:1710,182.6,239.25,6.73,13.29,1.66,0.0
20230206:1810,0.0,0.0,0.0,11.94,1.86,0.0
20230206:1910,0.0,0.0,0.0,10.65,1.38,0.0
20230206:2010,0.0,0.0,0.0,8.53,1.79,0.0
20230206:2110,0.0,0.0,0.0,7.06,1.93,0.0
20230206:2210,0.0,0.0,0.0,5.78,2.0,0.0
20230206:2310,0.0,0.0,0.0,4.42,2.28,0.0
20230207:0010,0.0,0.0,0.0,3.73,2.55,0.0
20230207:0110,0.0,0.0,0.0,3.6,2.9,0.0
20230207:0210,0.0,0.0,0.0,3.7,3.17,0.0
20230207:0310,0.0,0.0,0.0,3.75,3.31,0.0
20230207:0410,0.0,0.0,0.0,3.61,3.45,0.0
20230207:0510,0.0,0.0,0.0,3.36,3.52,0.0
20230207:0610,0.0,0.0,0.0,3.13,3.52,0.0
20230207:0710,0.0,0.0,0.0,3.03,3.45,0.0
20230207:0810,78.01,115.03,4.01,2.93,3.72,0.0
20230207:0910,356.73,416.94,13.59,4.25,3.31,0.0
20230207:1010,549.06,645.25,21.83,7.02,2.69,0.0
20230207:1110,686.03,826.23,28.12,9.31,2.69,0.0
20230207:1210,763.0,927.86,31.77,10.71,3.38,0.0
20230207:1310,779.7,950.28,32.26,11.63,3.79,0.0
20230207:1410,743.05,900.36,29.51,12.25,4.14,0.0
20230207:1510,621.56,742.31,23.93,12.61,4.62,0.0
20230207:1610,433.55,515.95,16.2,12.49,4.9,0.0
20230207:1710,194.8,249.85,6.97,11.7,5.17,0.0
20230207:1810,0.0,0.0,0.0,10.04,5.93,0.0
20230207:1910,0.0,0.0,0.0,8.37,6.76,0.0
20230207:2010,0.0,0.0,0.0,7.01,6.55,0.0
20230207:2110,0.0,0.0,0.0,6.08,6.41,0.0
20230207:2210,0.0,0.0,0.0,5.14,5.93,0.0
20230207:2310,0.0,0.0,0.0,4.75,5.24,0.0
20230208:0010,0.0,0.0,0.0,4.75,4.69,0.0
20230208:0110,0.0,0.0,0.0,5.14,4.07,0.0
20230208:0210,0.0,0.0,0.0,5.22,4.0,0.0
20230208:0310,0.0,0.0,0.0,4.74,4.41,0.0
20230208:0410,0.0,0.0,0.0,4.51,4.34,0.0
20230208:0510,0.0,0.0,0.0,4.29,4.21,0.0
20230208:0610,0.0,0.0,0.0,4.09,4.0,0.0
20230208:0710,0.0,0.0,0.0,4.16,4.14,0.0
20230208:0810,85.12,124.21,4.23,3.94,4.21,0.0
20230208:0910,363.71,425.25,13.83,4.98,3.86,0.0
20230208:1010,559.99,655.17,22.09,7.22,3.38,0.0
20230208:1110,687.67,825.6,28.41,9.37,2.97,0.0
20230208:1210,753.12,927.26,32.08,11.05,2.48,0.0
20230208:1310,754.75,937.8,32.58,12.24,2.34,0.0
20230208:1410,714.81,887.52,29.82,13.03,2.21,0.0
20230208:1510,599.03,731.27,24.22,13.57,2.48,0.0
20230208:1610,421.32,510.83,16.47,13.77,2.62,0.0
20230208:1710,187.39,243.81,7.21,13.38,2.83,0.0
20230208:1810,0.0,0.0,0.0,12.2,3.1,0.0
20230208:1910,0.0,0.0,0.0,11.24,3.45,0.0
20230208:2010,0.0,0.0,0.0,10.28,3.66,0.0
20230208:2110,0.0,0.0,0.0,9.46,3.72,0.0
20230208:2210,0.0,0.0,0.0,8.63,3.59,0.0
20230208:2310,0.0,0.0,0.0,7.75,3.45,0.0
20230209:0010,0.0,0.0,0.0,6.92,3.31,0.0
20230209:0110,0.0,0.0,0.0,6.16,3.31,0.0
20230209:0210,0.0,0.0,0.0,5.52,3.31,0.0
20230209:0310,0.0,0.0,0.0,5.05,3.38,0.0
20230209:0410,0.0,0.0,0.0,4.71,3.52,0.0
20230209:0510,0.0,0.0,0.0,4.5,3.59,0.0
20230209:0610,0.0,0.0,0.0,4.29,3.66,0.0
20230209:0710,0.0,0.0,0.0,4.1,3.59,0.0
20230209:0810,95.12,136.65,4.45,3.96,3.52,0.0
20230209:0910,361.01,423.65,14.07,5.32,3.38,0.0
20230209:1010,556.01,655.04,22.36,8.2,3.1,0.0
20230209:1110,687.3,831.86,28.7,10.74,2.9,0.0
20230209:1210,744.96,925.93,32.39,12.37,2.28,0.0
20230209:1310,741.72,936.03,32.9,13.41,1.72,0.0
20230209:1410,720.75,911.71,30.13,14.0,1.52,0.0
20230209:1510,602.27,747.81,24.51,14.25,1.52,0.0
20230209:1610,429.01,525.74,16.73,14.25,1.66,0.0
20230209:1710,190.18,248.57,7.46,13.84,1.59,0.0
20230209:1810,0.0,0.0,0.0,12.53,1.79,0.0
20230209:1910,0.0,0.0,0.0,10.19,1.79,0.0
20230209:2010,0.0,0.0,0.0,8.05,2.07,0.0
